Genome ID,GenBank Accession,Species,Subtype,Genome Status,Strain/Isolate,Collection Date,Isolation Country,Used in analysis?
11053.2254,GQ868568,Dengue virus,1,Complete,-,2007,Colombia,Yes
11053.2255,GQ868569,Dengue virus,1,Complete,-,2007,Colombia,Yes
11053.2256,GQ868570,Dengue virus,1,Complete,-,2008,Colombia,Yes
11053.2257,GQ868601,Dengue virus,1,Complete,-,1985,British Virgin Islands,Yes
11053.2258,GQ868602,Dengue virus,1,Complete,-,2004,Philippines,Yes
11053.2259,GQ868605,Dengue virus,1,Complete,-,2006,Viet Nam,Yes
11053.2260,GQ868606,Dengue virus,1,Complete,-,2006,Viet Nam,Yes
11053.2261,GQ868607,Dengue virus,1,Complete,-,2007,Viet Nam,Yes
11053.2262,GQ868608,Dengue virus,1,Complete,-,2007,Viet Nam,Yes
11053.2263,GQ868610,Dengue virus,1,Complete,-,2007,Viet Nam,Yes
11053.2264,GQ868609,Dengue virus,1,Complete,-,2007,Viet Nam,Yes
11053.2265,GQ868612,Dengue virus,1,Complete,-,2006,Viet Nam,Yes
11053.2266,GQ868611,Dengue virus,1,Complete,-,2007,Viet Nam,Yes
11053.2267,GQ868613,Dengue virus,1,Complete,-,2006,Viet Nam,Yes
11053.2268,GQ868614,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2269,GQ868615,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2270,GQ868618,Dengue virus,1,Complete,-,2003,Cambodia,Yes
11053.2271,GQ868619,Dengue virus,1,Complete,-,2003,Cambodia,Yes
11053.2272,GQ868630,Dengue virus,1,Complete,-,2006,Cambodia,Yes
11053.2273,GQ868632,Dengue virus,1,Complete,-,2008,Cambodia,Yes
11053.2274,GQ868633,Dengue virus,1,Complete,-,2008,Cambodia,Yes
11053.2275,GQ868635,Dengue virus,1,Complete,-,2008,Cambodia,Yes
11053.2276,GQ868636,Dengue virus,1,Complete,-,2008,Cambodia,Yes
11053.2277,GQ868637,Dengue virus,1,Complete,-,2000,Cambodia,Yes
11053.2278,GQ868639,Dengue virus,1,Complete,-,2006,Cambodia,Yes
11053.2437,GU056029,Dengue virus,1,Complete,-,1997,Venezuela,Yes
11053.2438,GU056031,Dengue virus,1,Complete,-,1998,Venezuela,Yes
11053.2440,GU056030,Dengue virus,1,Complete,-,1997,Venezuela,Yes
11053.2441,GU056032,Dengue virus,1,Complete,-,1998,Venezuela,Yes
11053.2443,GU056033,Dengue virus,1,Complete,-,1998,Venezuela,Yes
11053.2580,DQ285558,Dengue virus,1,Complete,-,2004,Reunion,Yes
11053.2581,DQ285559,Dengue virus,1,Complete,-,2004,Reunion,Yes
11053.2582,DQ285560,Dengue virus,1,Complete,-,2004,Reunion,No
11053.2583,DQ285561,Dengue virus,1,Complete,-,2004,Seychelles,Yes
11053.2584,DQ285562,Dengue virus,1,Complete,-,1993,Comoros,Yes
11053.2585,GU131678,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2586,GU131679,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2587,GU131680,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2588,GU131681,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2589,GU131682,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2590,GU131683,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2591,GU131684,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2592,GU131685,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2593,GU131687,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2594,GU131686,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2595,GU131688,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2596,GU131689,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2597,GU131690,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2598,GU131691,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2599,GU131692,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2600,GU131693,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2601,GU131694,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2602,GU131695,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2603,GU131696,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2604,GU131697,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2605,GU131698,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2606,GU131699,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2607,GU131700,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2608,GU131701,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2609,GU131702,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2610,GU131703,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2611,GU131704,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2612,GU131705,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2613,GU131706,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2614,GU131707,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2616,GU131708,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2617,GU131709,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2618,GU131710,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2619,GU131711,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2620,GU131712,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2621,GU131713,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2622,GU131715,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2623,GU131714,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2624,GU131716,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2625,GU131717,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2626,GU131719,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2627,GU131718,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2628,GU131720,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2629,GU131721,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2630,GU131722,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2631,GU131723,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2632,GU131725,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2633,GU131724,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2634,GU131726,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2635,GU131727,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2636,GU131728,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2637,GU131729,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2638,GU131730,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2639,GU131731,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2640,GU131732,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2641,GU131733,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2642,GU131734,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2643,GU131735,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2644,GU131736,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2645,GU131737,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2646,GU131738,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2647,GU131739,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2648,GU131740,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2649,GU131741,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2650,GU131742,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2651,GU131743,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2652,GU131744,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2653,GU131745,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2654,GU131746,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2655,GU131747,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2656,GU131748,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2657,GU131749,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2658,GU131750,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2659,GU131751,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2660,GU131752,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2661,GU131753,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2662,GU131754,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2663,GU131755,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2664,GU131756,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2665,GU131757,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2666,GU131758,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2667,GU131759,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2668,GU131760,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2669,GU131761,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2670,GU131762,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2671,GU131763,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2672,GU131764,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2673,GU131765,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2674,GU131766,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2675,GU131767,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2676,GU131768,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2677,GU131770,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2678,GU131769,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2679,GU131771,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2680,GU131772,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2681,GU131773,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2682,GU131774,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2683,GU131775,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2684,GU131776,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2685,GU131777,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2686,GU131778,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2687,GU131779,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2688,GU131780,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2689,GU131781,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2690,GU131782,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2691,GU131783,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2692,GU131784,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2693,GU131785,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2694,GU131786,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2695,GU131787,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2696,GU131788,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2697,GU131789,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2698,GU131790,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2699,GU131791,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2700,GU131792,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2701,GU131793,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2702,GU131794,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2703,GU131795,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2704,GU131796,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2705,GU131797,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2706,GU131798,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2707,GU131799,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2708,GU131800,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2709,GU131801,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2710,GU131802,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2711,GU131803,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2712,GU131804,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2713,GU131805,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2714,GU131806,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2715,GU131807,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2716,GU131808,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2717,GU131809,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2718,GU131810,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2719,GU131811,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2720,GU131812,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2721,GU131813,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2722,GU131814,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2723,GU131815,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2724,GU131816,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2725,GU131817,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2726,GU131818,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2727,GU131819,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2728,GU131820,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2729,GU131821,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2730,GU131822,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2731,GU131823,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2732,GU131824,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2733,GU131826,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2734,GU131825,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2735,GU131828,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2736,GU131827,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2737,GU131829,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2738,GU131830,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2739,GU131831,Dengue virus,1,Complete,-,2008,Viet Nam,Yes
11053.2740,GU131832,Dengue virus,1,Complete,-,2000,Venezuela,Yes
11053.2741,GU131833,Dengue virus,1,Complete,-,2000,Venezuela,Yes
11053.2742,GU131834,Dengue virus,1,Complete,-,2001,Venezuela,Yes
11053.2743,GU131835,Dengue virus,1,Complete,-,2004,Venezuela,Yes
11053.2744,GU131836,Dengue virus,1,Complete,-,2004,Venezuela,Yes
11053.2745,GU131837,Dengue virus,1,Complete,-,2005,Venezuela,Yes
11053.2746,GU131838,Dengue virus,1,Complete,-,2006,Venezuela,Yes
11053.2747,GU131839,Dengue virus,1,Complete,-,2006,Venezuela,Yes
11053.2748,GU131840,Dengue virus,1,Complete,-,2007,Venezuela,Yes
11053.2749,GU131841,Dengue virus,1,Complete,-,2007,Venezuela,Yes
11053.2750,GU131842,Dengue virus,1,Complete,-,2007,Venezuela,Yes
11053.2751,GU131863,Dengue virus,1,Complete,-,2008,Brazil,Yes
11053.2752,GU131887,Dengue virus,1,Complete,-,2006,Cambodia,Yes
11053.2753,GU131888,Dengue virus,1,Complete,-,2006,Cambodia,Yes
11053.2754,GU131889,Dengue virus,1,Complete,-,2006,Cambodia,Yes
11053.2755,GU131890,Dengue virus,1,Complete,-,2006,Cambodia,Yes
11053.2756,GU131891,Dengue virus,1,Complete,-,2006,Cambodia,Yes
11053.2757,GU131892,Dengue virus,1,Complete,-,2006,Cambodia,Yes
11053.2758,GU131894,Dengue virus,1,Complete,-,2008,Cambodia,Yes
11053.2759,GU131893,Dengue virus,1,Complete,-,2007,Cambodia,Yes
11053.2760,GU131895,Dengue virus,1,Complete,-,2009,Cambodia,Yes
11053.2761,GU131919,Dengue virus,1,Complete,-,2008,Cambodia,Yes
11053.2762,GU131920,Dengue virus,1,Complete,-,2008,Cambodia,Yes
11053.2763,GU131921,Dengue virus,1,Complete,-,2008,Cambodia,Yes
11053.2764,GU131922,Dengue virus,1,Complete,-,2008,Cambodia,Yes
11053.2765,GU131923,Dengue virus,1,Complete,-,2005,Cambodia,Yes
11053.2766,GU131925,Dengue virus,1,Complete,-,2006,Cambodia,Yes
11053.2767,GU131926,Dengue virus,1,Complete,-,2006,Cambodia,Yes
11053.2768,GU131948,Dengue virus,1,Complete,-,2001,Colombia,Yes
11053.2769,GU131949,Dengue virus,1,Complete,-,2006,Colombia,Yes
11053.2770,GU131956,Dengue virus,1,Complete,-,2006,Mexico,Yes
11053.2771,GU131957,Dengue virus,1,Complete,-,2006,Mexico,Yes
11053.2772,GU131958,Dengue virus,1,Complete,-,2006,Mexico,Yes
11053.2773,GU131960,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2774,GU131961,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2775,GU131962,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2776,GU131963,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2777,GU131964,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2778,GU131965,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2779,GU131966,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2780,GU131968,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2781,GU131967,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2782,GU131969,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2783,GU131970,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2784,GU131971,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2785,GU131972,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2786,GU131973,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2787,GU131976,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2788,GU131977,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2789,GU131978,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2790,GU131979,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2791,GU131980,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2792,GU131981,Dengue virus,1,Complete,-,2007,Mexico,Yes
11053.2793,GU131982,Dengue virus,1,Complete,-,2008,Mexico,Yes
11053.2794,GU131983,Dengue virus,1,Complete,-,2008,Mexico,Yes
11053.2842,FJ205872,Dengue virus,1,Complete,DENV-1/US/BID-V1739/1998,1998,USA,Yes
11053.2843,FJ205873,Dengue virus,1,Complete,DENV-1/US/BID-V1740/1998,1998,USA,Yes
11053.2844,FJ205874,Dengue virus,1,Complete,DENV-1/US/BID-V1743/1995,1995,USA,Yes
11053.2845,FJ205875,Dengue virus,1,Complete,DENV-1/US/BID-V1744/1995,1995,USA,Yes
11053.2846,FJ205876,Dengue virus,1,Complete,DENV-1/VN/BID-V1673/2007,2007,Viet Nam,Yes
11053.2847,FJ205881,Dengue virus,1,Complete,DENV-1/VN/BID-V1691/2007,2007,Viet Nam,Yes
11053.2848,FJ205882,Dengue virus,1,Complete,DENV-1/VN/BID-V1693/2007,2007,Viet Nam,Yes
11053.2849,FJ205883,Dengue virus,1,Complete,DENV-1/VN/BID-V1694/2007,2007,Viet Nam,Yes
11053.2850,FJ205884,Dengue virus,1,Complete,DENV-1/VN/BID-V1698/2007,2007,Viet Nam,Yes
11053.2902,KC131140,Dengue virus,1,Complete,ZH398,2012-09,China,Yes
11053.2906,KC131141,Dengue virus,1,Complete,ZH415,2012-09,China,Yes
11053.2942,JQ287660,Dengue virus,1,Complete,DENV-1/VN/BID-V2689/2006,2006,Viet Nam,Yes
11053.2943,JQ287661,Dengue virus,1,Complete,DENV-1/VN/BID-V2690/2006,2006,Viet Nam,Yes
11053.2944,JQ287662,Dengue virus,1,Complete,DENV-1/VN/BID-V2748/2007,2007,Viet Nam,Yes
11053.2945,JQ287663,Dengue virus,1,Complete,DENV-1/VN/BID-V2753/2007,2007,Viet Nam,Yes
11053.2946,JQ287664,Dengue virus,1,Complete,DENV-1/KH/BID-V1998/2004,2004,Cambodia,Yes
11053.2947,JQ287665,Dengue virus,1,Complete,DENV-1/KH/BID-V4248/2007,2007,Cambodia,Yes
11053.2948,JQ287666,Dengue virus,1,Complete,DENV-1/NI/BID-V5068/2009,2009,Nicaragua,Yes
11053.2949,JQ287667,Dengue virus,1,Complete,DENV-1/VN/BID-V1963/2008,2008,Viet Nam,Yes
11053.2952,FJ373296,Dengue virus,1,Complete,DENV-1/VN/BID-V1629/2006,2006,Viet Nam,Yes
11053.2953,FJ373297,Dengue virus,1,Complete,DENV-1/VN/BID-V1647/2007,2007,Viet Nam,Yes
11053.2954,FJ373298,Dengue virus,1,Complete,DENV-1/VN/BID-V1650/2007,2007,Viet Nam,Yes
11053.2958,FJ373305,Dengue virus,1,Complete,DENV-1/VN/BID-V1500/2006,2006,Viet Nam,Yes
11053.3087,FJ384655,Dengue virus,1,Complete,DF01-HUB01021093,-,Brazil,Yes
11053.3093,FJ390378,Dengue virus,1,Complete,DENV-1/US/BID-V1738/1998,1998,USA,Yes
11053.3094,FJ390379,Dengue virus,1,Complete,DENV-1/US/BID-V1741/1998,1998,USA,Yes
11053.3095,FJ390383,Dengue virus,1,Complete,DENV-1/VN/BID-V1659/2007,2007,Viet Nam,Yes
11053.3096,FJ390386,Dengue virus,1,Complete,DENV-1/VN/BID-V1686/2007,2007,Viet Nam,Yes
11053.3097,FJ410173,Dengue virus,1,Complete,DENV-1/US/BID-V2093/1998,1998,USA,Yes
11053.3098,FJ410179,Dengue virus,1,Complete,DENV-1/US/BID-V2127/1994,1994,USA,Yes
11053.3099,FJ410180,Dengue virus,1,Complete,DENV-1/US/BID-V2128/1995,1995,USA,Yes
11053.3100,FJ410182,Dengue virus,1,Complete,DENV-1/US/BID-V2131/1996,1996,USA,Yes
11053.3101,FJ410189,Dengue virus,1,Complete,DENV-1/US/BID-V2140/1996,1996,USA,Yes
11053.3102,FJ410191,Dengue virus,1,Complete,DENV-1/VN/BID-V1768/2008,2008,Viet Nam,Yes
11053.3103,FJ410192,Dengue virus,1,Complete,DENV-1/VN/BID-V1772/2008,2008,Viet Nam,Yes
